,Medicine Name,AHMEDNAGAR,AKOLA,AMARAVATI,AMRAVATI,ANDRA PRADESH,AURANGABAD,BADLAPUR,BAGALKOT,BALAGHAT,BANGALORE,BEED,BELGAUM,BELLARY,BHANDARA,BULDHANA,BURHANPUR,CHANDRAPUR,DAVANGERE,DEVGAD ,DHARWAD,DHULE,DOMBIVLI,GADAG,GADCHIROLI,GONDIA,GONDIYA,GULBARGA,HINGOLI,HYDERABAD,ICHALKARANJI,JAIPUR,JALANA,JALGAON,JALNA,KALYAN,KERALA,KHORDHA,KOLHAPUR,KOPPAL,LATUR,MALKAJGIRI,MUMBAI,NAGPUR,NAGPUR ,NANDED,NANDURBAR,NASHIK,NAVI MUMBAI,OSMANABAD,PARBHANI,PUNE,RAIGAD,RATNAGIRI,SANGLI,SATARA,SINDHUDURG,SOLAPUR,THANE,UTTAR KANNADA,VIJAYAPURA,WARDHA,WASHIM,YAVATMAL,avg_mean
210,AMBRO+TERBU+GUAIPHEN SYP,9.5,12.52631578947368,6,24.01923076923077,0,2.666666666666667,15.375,2.4,25,4,2.473684210526316,3.359375,10,24.57142857142857,11.16666666666667,0,5.0,0,41,0.375,6.555555555555555,11,10.0,20.0,29.75,0,0,35.5,0.0,14.33333333333333,0,8.947368421052632,0.0,0.0,5,2.5,0.0,35.25862068965517,2.5,7.916666666666667,0,21.66666666666667,24.66666666666667,2,5.714285714285714,7.6,16.3125,5.75,35.27272727272727,55.40909090909091,17.44262295081967,33.15151515151515,16.4,26.18965517241379,17.38235294117647,4.5,29.29411764705882,20.53846153846154,0,10,23.33333333333333,80.57142857142857,41.40909090909091,14.02062583785701
211,IVABRADINE HYDEROCHLORIDE 5MG,16.0,4.736842105263158,0,4.038461538461538,0,27.0,3.75,2.0,10,0,13.1578947368421,1.09375,0,4.642857142857143,18.88888888888889,0,16.57894736842105,0,0,2.5,12.22222222222222,24,0.0,0.0,4.375,0,0,4.2,3.333333333333333,20.0,20,7.894736842105263,0.0,0.0,0,47.5,3.333333333333333,36.89655172413793,0.0,23.75,10,30.0,13.44444444444444,30,0.7142857142857143,46.0,14.6875,7.5,22.27272727272727,19.09090909090909,26.47540983606557,50.0,86.0,31.13793103448276,35.58823529411764,16.25,25.67647058823529,20.0,0,10,25.0,5.0,13.18181818181818,13.80813572528495
212,CALCI+MAGNE+ZINC+VIT.D3 TAB,9.0,24.73684210526316,10,31.53846153846154,0,28.33333333333333,8.75,0.0,40,30,5.263157894736842,1.796875,0,26.42857142857143,16.66666666666667,0,4.736842105263158,0,0,1.25,31.11111111111111,0,0.0,28.33333333333333,37.5,0,0,4.0,10.0,3.333333333333333,0,11.05263157894737,1.666666666666667,0.0,0,0.0,0.0,39.74137931034483,0.0,9.166666666666666,0,13.33333333333333,12.77777777777778,70,6.428571428571429,12.0,20.52083333333333,7.5,10.90909090909091,15.0,26.22950819672131,19.39393939393939,31.0,21.20689655172414,16.76470588235294,1.25,15.14705882352941,12.30769230769231,0,0,0.0,19.28571428571428,71.36363636363636,12.96547032793835
213,DEXTRO+PHENY+CHLOR SYP,5.75,32.73684210526316,6,21.61538461538462,0,2.033333333333333,5.375,2.066666666666667,35,0,6.105263157894737,2.78125,0,52.71428571428572,9.555555555555555,0,6.105263157894737,30,48,0.875,47.0,21,6.666666666666667,13.33333333333333,7.875,0,0,19.2,0.0,8.333333333333334,0,2.947368421052631,0.0,0.0,5,2.5,3.333333333333333,43.79310344827586,0.0,15.83333333333333,0,55.5,23.37777777777778,0,11.14285714285714,4.4,5.770833333333333,20.75,17.72727272727273,29.45454545454545,16.52459016393443,27.3030303030303,36.4,25.41379310344828,19.05882352941176,5.0,39.88235294117647,5.769230769230769,0,10,0.0,31.78571428571428,51.54545454545455,14.29104114686975
214,ATORVASTATIN 10MG + FENOFIBRATE 160 MG TAB,20.75,6.842105263157895,0,12.30769230769231,0,13.33333333333333,1.25,0.6666666666666666,40,0,4.210526315789473,2.5,0,9.285714285714286,12.77777777777778,0,13.68421052631579,0,60,1.25,12.22222222222222,10,0.0,21.66666666666667,13.75,0,0,11.0,0.0,0.0,0,11.05263157894737,16.66666666666667,0.0,10,22.5,40.0,18.10344827586207,0.0,7.5,0,45.0,14.68888888888889,0,0.7142857142857143,30.0,9.375,38.75,11.81818181818182,14.09090909090909,34.72131147540983,52.12121212121212,110.0,16.0,18.23529411764706,53.75,8.382352941176471,19.23076923076923,0,0,55.0,29.28571428571428,49.09090909090909,15.92975382003042
215,VZ PLUS 35GM,0.0,18.15789473684211,10,63.48076923076923,0,2.266666666666667,0.0,0.0,0,0,35.0,1.71875,0,13.71428571428571,5.555555555555555,0,6.315789473684211,0,0,0.0,16.66666666666667,0,0.0,23.33333333333333,29.625,0,0,12.0,0.0,3.333333333333333,0,9.473684210526315,28.5,0.0,0,0.0,0.0,31.75862068965517,0.0,19.58333333333333,0,6.666666666666667,33.88888888888889,10,1.428571428571429,0.0,17.8125,10.0,29.54545454545455,6.136363636363637,17.5,71.6969696969697,0.5,14.22413793103448,5.352941176470588,2.5,0.0,16.15384615384615,0,0,1.666666666666667,35.71428571428572,33.40909090909091,10.23301692633272
216,KETOFORD DT TAB,5.0,53.68421052631579,90,28.46153846153846,0,11.66666666666667,10.0,1.333333333333333,0,0,7.894736842105263,1.25,0,12.85714285714286,21.11111111111111,0,4.736842105263158,0,0,0.0,2.222222222222222,10,0.0,3.333333333333333,13.125,0,0,35.0,3.333333333333333,3.333333333333333,20,2.105263157894737,8.333333333333334,0.0,10,2.5,0.0,30.17241379310345,0.0,15.83333333333333,0,13.33333333333333,15.77777777777778,10,8.928571428571429,12.0,30.20833333333333,0.0,19.09090909090909,19.09090909090909,19.91803278688525,25.45454545454545,6.5,17.75862068965517,28.52941176470588,2.5,28.82352941176471,7.692307692307693,0,0,8.333333333333334,22.14285714285714,63.18181818181818,12.16748314692175
217,CLOBAZAM 10 MG,22.0,8.421052631578947,0,11.73076923076923,0,31.5,0.0,2.0,0,10,20.52631578947368,1.875,0,25.0,8.88888888888889,0,15.78947368421053,0,0,1.25,8.88888888888889,0,13.33333333333333,3.333333333333333,13.75,0,0,17.0,0.0,0.0,0,30.52631578947368,18.33333333333333,15.0,0,75.0,0.0,10.3448275862069,0.0,15.0,0,3.333333333333333,26.0,0,24.28571428571428,14.0,25.0,2.5,81.81818181818181,20.90909090909091,20.08196721311475,10.75757575757576,35.0,17.24137931034483,23.52941176470588,1.25,52.5,6.153846153846154,0,0,0.0,5.714285714285714,47.27272727272727,12.64823882575256
218,SITAGLIPTIN 50 MG + METFORMIN 500 MG,4.5,14.21052631578947,10,6.346153846153846,0,20.46666666666667,3.875,0.0,0,0,6.578947368421052,0.0,0,15.21428571428571,13.88888888888889,0,8.947368421052632,0,0,0.0,15.0,0,0.0,5.0,12.5,0,0,14.3,0.0,0.0,0,7.578947368421052,3.333333333333333,0.0,0,10.0,0.0,24.58620689655172,0.0,11.75,0,61.66666666666666,22.44444444444444,40,2.857142857142857,18.0,20.16666666666667,40.0,56.36363636363637,13.45454545454546,29.61475409836066,38.33333333333334,51.5,22.81034482758621,18.82352941176471,15.0,33.97058823529412,33.07692307692308,0,0,0.0,7.142857142857143,32.59090909090909,12.15702645221738
219,PREGODD-NTM TAB,2.0,12.10526315789474,0,14.42307692307692,0,10.0,2.5,0.6666666666666666,20,0,12.10526315789474,3.28125,0,16.42857142857143,20.0,10,20.52631578947368,0,50,0.0,12.22222222222222,50,0.0,25.0,26.25,0,0,22.0,0.0,0.0,0,13.94736842105263,3.333333333333333,0.0,0,2.5,6.666666666666667,21.55172413793104,0.0,16.66666666666667,0,31.66666666666667,25.11111111111111,20,9.285714285714286,16.0,14.0625,5.0,25.45454545454545,10.45454545454546,16.14754098360656,28.48484848484848,48.0,28.63793103448276,25.0,5.0,23.82352941176471,14.61538461538461,0,0,41.66666666666666,53.57142857142857,77.27272727272727,14.49888140611021
220,EVERFRESH TEARS,17.9,29.57894736842105,59,20.07692307692308,0,3.033333333333333,5.0,6.533333333333333,0,15,5.526315789473684,5.78125,0,28.14285714285714,19.94444444444444,0,6.0,0,6,6.25,7.777777777777778,40,5.333333333333333,5.833333333333333,27.875,0,0,36.6,3.333333333333333,1.666666666666667,0,3.947368421052631,5.0,0.0,0,5.0,6.666666666666667,27.22413793103448,0.0,31.75,0,19.66666666666667,20.24444444444444,28,10.14285714285714,3.4,26.9375,25.0,63.18181818181818,27.13636363636364,16.63934426229508,37.45454545454545,4.4,15.75862068965517,10.29411764705882,0.0,17.82352941176471,18.61538461538462,18,0,7.666666666666667,37.14285714285715,58.22727272727273,14.40487318478785
221,ROSUVASTATIN 20 MG + ASPIRIN 75 MG,5.0,7.368421052631579,0,13.65384615384615,0,13.66666666666667,5.0,1.333333333333333,20,0,14.21052631578947,1.109375,0,7.142857142857143,10.0,0,4.736842105263158,0,20,1.25,8.88888888888889,0,0.0,3.333333333333333,17.5,0,0,8.0,0.0,10.0,0,6.315789473684211,11.66666666666667,0.0,30,5.0,0.0,26.37931034482759,0.0,20.83333333333333,0,36.66666666666666,43.33333333333334,0,10.71428571428571,18.0,5.0,10.0,39.09090909090909,15.22727272727273,22.67213114754098,26.36363636363636,21.0,23.79310344827586,18.52941176470588,27.5,15.29411764705882,12.30769230769231,0,0,0.0,21.42857142857143,112.7272727272727,11.93710466949751
222,PRASUGREL HYDROCHLORIDE 10MG TAB,24.0,10.10526315789474,0,0.7692307692307693,0,10.83333333333333,0.0,0.6666666666666666,0,0,4.736842105263158,3.125,0,6.071428571428571,12.77777777777778,0,5.789473684210527,0,0,5.0,3.333333333333333,10,10.0,0.0,0.0,0,0,3.0,0.0,0.0,0,12.36842105263158,5.0,0.0,0,0.0,20.0,50.77586206896552,0.0,6.666666666666667,10,15.0,9.555555555555555,0,5.714285714285714,40.0,27.10416666666667,2.5,15.45454545454546,24.54545454545455,25.57377049180328,18.78787878787879,27.0,44.22413793103448,23.82352941176471,16.25,24.29411764705882,6.923076923076923,30,0,10.0,21.42857142857143,26.36363636363636,9.99304803347199
223,ESICARE PLUS TAB,22.0,2.631578947368421,10,17.30769230769231,0,46.33333333333334,2.5,0.0,20,0,22.63157894736842,2.03125,0,48.21428571428572,17.77777777777778,0,13.68421052631579,0,30,3.75,15.0,0,6.666666666666667,20.0,37.5,20,0,30.0,0.0,13.33333333333333,0,23.15789473684211,10.0,0.0,10,27.5,0.0,25.68965517241379,0.0,4.583333333333333,0,5.0,30.0,0,5.714285714285714,4.0,25.10416666666667,5.0,40.90909090909091,12.40909090909091,10.22131147540984,3.333333333333333,34.5,18.79310344827586,30.0,10.0,37.05882352941177,13.84615384615385,20,10,0.0,18.57142857142857,26.81818181818182,13.70748509552476
224,DISPOVAN SYRING 2.5 ML,0.0,38.10526315789474,0,44.23076923076923,0,3.333333333333333,0.0,20.0,50,0,0.0,2.03125,0,0.07142857142857142,5.555555555555555,0,5.315789473684211,600,0,0.0,0.0,0,16.66666666666667,34.33333333333334,18.875,0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,18.96551724137931,0.0,416.6666666666667,0,0.0,5.355555555555555,0,0.07142857142857142,0.0,0.0,0.0,9.090909090909092,12.27272727272727,5.991803278688525,5.454545454545454,1.0,1.724137931034483,79.41176470588235,0.0,0.8823529411764706,19.23076923076923,0,0,0.0,0.0,75.95454545454545,24.4538271859996
225,S-AMLODIPINE 5 MG TAB,19.0,7.368421052631579,0,7.884615384615385,0,22.66666666666667,1.25,2.666666666666667,0,0,24.21052631578947,0.546875,0,11.42857142857143,13.88888888888889,0,13.68421052631579,0,0,2.5,3.333333333333333,0,0.0,26.66666666666667,16.25,0,0,20.0,0.0,6.666666666666667,0,10.52631578947368,10.0,0.0,5,2.5,0.0,26.46551724137931,0.0,19.58333333333333,0,8.333333333333334,19.77777777777778,10,11.78571428571429,50.0,9.791666666666666,0.0,13.63636363636364,30.0,31.51639344262295,15.15151515151515,43.3,13.70689655172414,27.35294117647059,16.25,19.26470588235294,11.53846153846154,0,0,28.33333333333333,10.0,62.72727272727273,11.21513730896203
226,VILDAGLIPTIN SR 100 MG + DAPAGLIFLOZIN 10 MG,5.5,9.473684210526315,20,6.538461538461538,0,35.66666666666666,11.25,0.0,0,0,20.0,0.0,0,1.785714285714286,11.0,0,2.631578947368421,0,30,0.0,20.0,60,0.0,11.66666666666667,3.75,0,0,11.5,0.0,1.0,0,4.631578947368421,3.333333333333333,0.0,0,10.0,0.0,10.60344827586207,0.0,21.66666666666667,0,50.0,9.11111111111111,0,4.285714285714286,32.0,16.04166666666667,7.5,48.63636363636363,22.27272727272727,30.49180327868853,37.24242424242424,57.0,20.43103448275862,34.02941176470588,18.75,31.85294117647059,32.30769230769231,0,0,16.66666666666667,5.714285714285714,23.63636363636364,12.85663501240117
227,PIO.15+MET 500 (SR),10.0,7.894736842105263,0,3.269230769230769,0,18.0,0.0,0.0,0,0,3.157894736842105,1.25,0,6.428571428571429,12.77777777777778,0,1.578947368421053,0,0,1.25,31.11111111111111,20,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3.157894736842105,11.66666666666667,0.0,0,0.0,0.0,19.48275862068965,0.0,11.66666666666667,0,143.3333333333333,9.555555555555555,0,2.857142857142857,22.0,20.3125,2.5,34.54545454545455,13.18181818181818,24.91803278688525,34.54545454545455,78.0,37.8448275862069,11.47058823529412,7.5,10.0,14.61538461538461,0,0,20.0,5.714285714285714,91.81818181818181,11.86356851587178
228,FRUSE 20 + SPIRO 50 TAB,4.0,23.68421052631579,10,9.615384615384615,0,0.3333333333333333,3.75,0.0,0,0,14.21052631578947,0.15625,0,35.0,8.88888888888889,0,11.57894736842105,0,180,0.0,5.555555555555555,90,0.0,0.0,13.75,0,0,2.0,0.0,0.0,0,5.789473684210527,3.333333333333333,0.0,0,0.0,0.0,41.20689655172414,0.0,9.583333333333334,0,21.66666666666667,17.55555555555556,0,7.571428571428571,6.0,1.458333333333333,15.0,79.0909090909091,5.454545454545454,15.0,59.39393939393939,67.0,26.20689655172414,21.17647058823529,16.25,33.0,16.92307692307692,0,0,1.666666666666667,5.714285714285714,40.90909090909091,14.75355553850393
229,SPASMONIL,6.0,44.73684210526316,0,14.03846153846154,0,6.666666666666667,10.0,16.0,0,0,16.31578947368421,9.140625,0,12.85714285714286,27.77777777777778,0,5.526315789473684,60,100,0.0,2.222222222222222,0,6.666666666666667,3.333333333333333,5.0,0,0,7.0,0.0,0.0,0,24.21052631578947,1.666666666666667,0.0,10,2.5,0.0,36.46551724137931,25.0,11.66666666666667,0,15.0,5.111111111111111,0,1.428571428571429,4.0,10.72916666666667,2.5,1.818181818181818,20.0,17.54098360655738,41.66666666666666,15.0,12.24137931034483,13.23529411764706,0.0,17.94117647058824,3.076923076923077,0,0,6.666666666666667,30.71428571428572,100.6818181818182,12.44672135170195
230,VILDAGLIPTIN 50 MG + METFORMIN HYDROCHLORIDE 1000 MG,8.75,18.42105263157895,10,4.615384615384615,0,24.0,4.375,0.0,30,40,9.473684210526315,3.59375,10,14.28571428571429,6.111111111111111,0,1.578947368421053,0,50,1.25,7.777777777777778,20,0.0,10.0,28.75,0,0,4.0,20.0,0.0,0,5.789473684210527,31.66666666666667,0.0,0,17.5,53.33333333333334,21.37931034482759,5.0,5.833333333333333,20,38.33333333333334,17.55555555555556,0,0.7142857142857143,14.0,4.166666666666667,97.5,10.0,13.18181818181818,32.95081967213115,35.15151515151515,14.0,24.31034482758621,19.70588235294118,25.0,22.5,19.23076923076923,0,10,28.33333333333333,17.42857142857143,23.18181818181818,15.15443258719382
231,VIBEL FORTE SG CAP (18%),6.0,31.57894736842105,20,32.11538461538461,0,0.3333333333333333,1.25,1.333333333333333,0,0,11.05263157894737,5.625,0,40.0,15.0,0,17.36842105263158,0,0,0.0,37.77777777777778,10,6.666666666666667,45.0,33.75,0,20,7.0,16.66666666666667,3.333333333333333,0,0.0,3.333333333333333,0.0,0,2.5,10.0,26.89655172413793,0.0,11.66666666666667,0,26.66666666666667,36.88888888888889,40,10.0,32.0,13.54166666666667,55.0,5.454545454545454,3.181818181818182,17.78688524590164,33.78787878787879,37.0,9.827586206896552,2.647058823529412,2.5,5.882352941176471,56.92307692307692,0,0,11.66666666666667,19.28571428571428,23.18181818181818,13.64239160907743
232,FERROUS ASCORBATE 100 MG +  FOLIC ACID 1.5 MG +  CYANOCOBALAMIN 15 MCG +  ZINC SULFATE 61.8 MG TAB,6.5,22.63157894736842,40,20.96153846153846,0,15.0,0.625,0.6666666666666666,0,10,2.105263157894737,2.8125,0,15.0,16.5,0,20.52631578947368,0,0,0.0,23.66666666666667,0,0.0,41.66666666666666,36.25,0,0,20.0,6.666666666666667,0.0,20,6.842105263157895,1.666666666666667,0.0,10,0.0,16.66666666666667,25.03448275862069,0.0,22.5,20,53.33333333333334,44.66666666666666,30,2.857142857142857,20.0,5.208333333333333,2.5,4.545454545454546,4.545454545454546,19.0983606557377,34.84848484848485,41.0,12.41379310344828,12.05882352941176,1.25,6.470588235294118,0.7692307692307693,0,0,48.33333333333334,12.85714285714286,63.18181818181818,13.40042452656097
233,CALCINA - D3 SACHET 1GM,6.5,16.31578947368421,0,6.346153846153846,0,30.73333333333333,2.5,0.0,10,0,1.578947368421053,2.890625,0,19.64285714285714,8.333333333333334,0,1.578947368421053,0,0,6.25,12.22222222222222,0,0.0,6.666666666666667,7.5,0,0,18.0,0.0,6.666666666666667,0,18.94736842105263,1.666666666666667,0.0,0,2.5,0.0,35.01724137931034,0.0,28.66666666666667,0,15.0,22.22222222222222,30,4.285714285714286,2.0,10.41666666666667,2.5,7.272727272727272,13.63636363636364,28.44262295081967,13.81818181818182,25.0,15.43103448275862,21.76470588235294,23.75,15.58823529411765,20.0,0,0,51.66666666666666,27.14285714285714,47.72727272727273,10.28871042228852
234,DICLOFENAC 50 MG + SERRATIOPEPTIDASE 10 MG TAB,7.5,22.63157894736842,0,37.88461538461539,0,11.33333333333333,2.5,2.0,40,0,4.210526315789473,3.59375,0,47.14285714285715,20.55555555555556,0,13.1578947368421,0,0,3.75,27.77777777777778,0,0.0,78.33333333333333,15.0,0,0,20.0,6.666666666666667,3.333333333333333,20,5.263157894736842,3.333333333333333,0.0,0,10.0,0.0,30.51724137931035,10.0,64.16666666666667,0,6.666666666666667,17.55555555555556,0,7.142857142857143,18.0,6.875,2.5,24.54545454545455,13.18181818181818,17.78688524590164,13.03030303030303,9.0,9.913793103448276,7.058823529411764,5.0,14.70588235294118,0.7692307692307693,0,0,15.0,49.28571428571428,39.09090909090909,12.50413516351955
235,MULTIVITAMIN+MULTIMINERAL CAP.,1.75,17.36842105263158,40,37.5,0,10.66666666666667,7.5,1.333333333333333,10,0,6.842105263157895,0.9375,0,17.14285714285714,17.77777777777778,0,3.684210526315789,0,80,0.0,16.66666666666667,10,0.0,20.0,3.75,0,0,20.0,0.0,0.0,0,24.21052631578947,10.0,0.0,20,2.5,0.0,19.82758620689655,0.0,16.66666666666667,10,33.33333333333334,12.97777777777778,10,8.571428571428571,52.0,20.41666666666667,25.0,10.0,29.09090909090909,13.07377049180328,61.81818181818182,43.0,13.79310344827586,15.88235294117647,10.0,9.852941176470589,8.846153846153847,0,0,1.666666666666667,20.0,31.36363636363636,13.60017840970222
236,ROSOPRIL 500 TAB,11.75,23.68421052631579,0,7.692307692307693,0,9.0,1.25,6.666666666666667,0,0,10.26315789473684,4.375,0,10.0,5.0,0,1.578947368421053,0,10,1.25,4.444444444444445,0,6.666666666666667,16.66666666666667,8.75,0,0,5.0,0.0,6.666666666666667,0,16.31578947368421,3.333333333333333,0.0,0,0.0,3.333333333333333,40.55172413793103,0.0,10.83333333333333,0,2.5,15.55555555555556,0,0.7142857142857143,12.0,23.64583333333333,2.5,57.27272727272727,6.818181818181818,10.81967213114754,18.48484848484848,23.0,42.06896551724138,37.79411764705883,8.75,27.70588235294118,0.7692307692307693,0,0,26.66666666666667,22.14285714285714,20.90909090909091,9.288732754280543
237,NICORANDIL 10 MG TAB,11.65,7.894736842105263,10,11.34615384615385,0,7.666666666666667,2.5,1.333333333333333,20,0,17.36842105263158,1.71875,0,2.142857142857143,14.44444444444444,0,3.684210526315789,0,60,5.0,27.77777777777778,0,3.333333333333333,0.0,2.5,0,0,5.0,0.0,13.33333333333333,0,6.842105263157895,8.333333333333334,0.0,0,7.5,0.0,21.55172413793104,0.0,6.666666666666667,0,1.666666666666667,10.88888888888889,0,0.0,28.0,21.04166666666667,7.5,31.81818181818182,2.272727272727273,16.0655737704918,23.33333333333333,108.0,39.22413793103448,31.17647058823529,60.0,30.88235294117647,1.538461538461539,0,0,0.0,10.71428571428571,35.45454545454545,11.73278000451963
238,NIMESULIDE TAB,6.5,27.89473684210526,20,8.26923076923077,0,9.333333333333334,6.25,0.0,0,0,5.789473684210527,2.109375,0,7.857142857142857,115.5555555555556,0,6.315789473684211,60,0,0.0,0.0,0,0.0,1.666666666666667,3.75,0,0,21.0,0.0,0.0,0,6.842105263157895,0.0,0.0,10,5.0,0.0,19.82758620689655,0.0,8.333333333333334,0,1.666666666666667,7.555555555555555,0,3.571428571428572,30.0,4.166666666666667,0.0,58.18181818181818,2.272727272727273,14.75409836065574,55.3030303030303,31.0,20.3448275862069,9.705882352941176,7.5,32.94117647058823,0.7692307692307693,0,0,0.0,59.28571428571428,49.09090909090909,11.75244541459454
239,DELOTRIL - 0.25 TAB,4.0,17.36842105263158,0,18.17307692307692,0,8.666666666666666,2.5,3.333333333333333,60,0,20.52631578947368,0.9375,0,19.28571428571428,16.66666666666667,0,6.842105263157895,0,0,0.0,6.666666666666667,0,23.33333333333333,20.0,52.5,0,0,9.0,0.0,3.333333333333333,0,26.31578947368421,0.0,0.0,15,27.5,0.0,31.55172413793104,20.0,6.666666666666667,0,1.666666666666667,12.88888888888889,0,2.142857142857143,38.0,13.75,15.0,30.90909090909091,4.545454545454546,9.467213114754099,16.96969696969697,5.0,40.0,19.70588235294118,0.0,67.05882352941177,12.69230769230769,0,0,0.0,18.57142857142857,0.9090909090909091,11.57848753785596
240,CARVEDILOL-6.25 MG TAB,17.5,6.315789473684211,0,10.57692307692308,0,7.666666666666667,15.0,0.0,0,0,3.684210526315789,3.4375,0,29.28571428571428,10.55555555555556,0,13.1578947368421,0,20,0.0,26.66666666666667,30,0.0,1.666666666666667,16.25,0,0,3.0,13.33333333333333,0.0,0,4.736842105263158,3.333333333333333,0.0,10,7.5,6.666666666666667,24.31034482758621,0.0,15.83333333333333,0,63.33333333333334,23.55555555555556,20,0.7142857142857143,32.0,19.16666666666667,5.0,41.81818181818182,19.09090909090909,13.86065573770492,22.42424242424243,80.0,17.93103448275862,24.11764705882353,23.75,15.55882352941176,19.23076923076923,0,0,60.0,21.42857142857143,27.27272727272727,13.50366419997607
241,GLICLAZIDE (ER) 30 MG,17.0,9.473684210526315,0,2.115384615384615,0,43.0,17.5,0.0,0,0,7.368421052631579,0.46875,0,3.571428571428572,3.888888888888889,0,4.210526315789473,0,0,0.0,7.777777777777778,30,0.0,11.66666666666667,8.125,0,0,0.0,13.33333333333333,0.0,0,5.789473684210527,8.333333333333334,0.0,0,5.0,0.0,15.68965517241379,0.0,15.83333333333333,10,83.33333333333333,17.33333333333333,0,3.571428571428572,10.0,5.416666666666667,35.0,21.81818181818182,25.90909090909091,27.95081967213115,24.84848484848485,54.0,36.03448275862069,6.470588235294118,27.5,25.58823529411765,26.92307692307692,0,0,0.0,2.142857142857143,15.45454545454546,10.94350447487112
242,SODI.VAL 200+VAL ACID 87 (CR),8.5,50.0,0,18.25,0,5.666666666666667,0.0,4.0,0,10,15.26315789473684,0.9375,0,18.57142857142857,9.444444444444445,0,5.263157894736842,0,30,2.5,8.88888888888889,10,1.666666666666667,23.33333333333333,3.75,0,0,29.0,0.0,0.0,0,11.05263157894737,0.0,0.0,0,20.0,0.0,28.10344827586207,0.0,34.16666666666666,0,3.333333333333333,15.55555555555556,0,5.0,2.0,15.3125,0.0,41.81818181818182,5.454545454545454,11.82786885245902,14.54545454545454,11.0,33.10344827586207,25.32352941176471,18.75,32.35294117647059,0.7692307692307693,0,0,0.0,50.0,19.54545454545455,10.3817465812808
243,SODIUM BICARBONATE 500MG,2.0,18.42105263157895,20,14.07692307692308,0,7.333333333333333,7.5,0.0,0,0,8.947368421052632,0.0,0,17.85714285714286,10.0,0,4.736842105263158,0,40,0.0,53.33333333333334,0,0.0,23.33333333333333,10.0,0,0,28.0,0.0,0.0,0,7.894736842105263,13.33333333333333,0.0,10,68.5,0.0,11.55172413793103,0.0,0.8333333333333334,0,18.33333333333333,31.77777777777778,10,27.14285714285714,30.0,29.375,20.0,4.545454545454546,14.54545454545454,15.24590163934426,6.96969696969697,16.0,25.17241379310345,9.117647058823529,23.75,8.088235294117647,0.7692307692307693,0,0,0.0,14.28571428571429,112.2727272727273,12.61974446295713
244,METOPROLOL 25 MG,12.0,9.736842105263158,0,10.19230769230769,0,7.0,5.0,1.333333333333333,0,0,13.68421052631579,2.1875,0,2.857142857142857,21.11111111111111,0,6.315789473684211,0,40,2.5,0.0,0,16.66666666666667,5.0,0.0,0,0,18.0,0.0,3.333333333333333,0,46.31578947368421,0.0,0.0,0,80.0,0.0,27.75862068965517,0.0,5.833333333333333,0,18.33333333333333,15.33333333333333,0,4.285714285714286,86.0,9.791666666666666,7.5,8.181818181818182,19.09090909090909,20.73770491803279,31.96969696969697,33.0,17.41379310344828,14.11764705882353,15.0,8.529411764705882,6.153846153846154,0,0,153.3333333333333,10.71428571428571,30.90909090909091,13.44796135575983
245,ONDANSETRON 4MG(MD) TAB,5.0,30.0,0,20.76923076923077,0,11.66666666666667,6.25,0.0,20,0,6.315789473684211,0.0,0,15.0,26.66666666666667,0,5.263157894736842,0,50,0.0,2.222222222222222,40,0.0,16.66666666666667,10.0,0,0,10.0,0.0,0.0,0,11.05263157894737,0.0,0.0,0,0.0,0.0,18.27586206896552,0.0,25.0,0,16.66666666666667,10.66666666666667,10,1.428571428571429,8.0,13.33333333333333,5.0,18.18181818181818,23.18181818181818,22.45901639344262,30.75757575757576,15.0,14.13793103448276,10.0,0.0,30.58823529411765,0.7692307692307693,0,0,11.66666666666667,47.14285714285715,59.54545454545455,10.77261485826173
246,CETIRI 5+PHENYL 5+PCM 325MG TAB,20.5,24.21052631578947,0,19.42307692307692,0,3.666666666666667,0.0,0.0,0,0,5.263157894736842,0.0,0,20.0,49.44444444444444,0,2.105263157894737,0,20,0.0,0.0,0,0.0,6.666666666666667,19.375,0,0,4.0,0.0,3.333333333333333,0,27.36842105263158,6.666666666666667,0.0,10,15.0,0.0,25.0,5.0,19.16666666666667,0,0.0,23.11111111111111,0,5.714285714285714,38.0,9.791666666666666,0.0,7.272727272727272,4.772727272727272,9.672131147540984,13.81818181818182,0.0,6.775862068965517,2.941176470588236,1.25,35.44117647058823,4.615384615384615,0,0,3.333333333333333,46.07142857142857,148.4090909090909,10.59016147986022
247,KETOCONAZOLE 1% W/W + ZPTO 1%W/W,12.55,23.26315789473684,0,8.23076923076923,0,8.8,0.5,4.666666666666667,30,0,0.3157894736842105,6.796875,0,29.28571428571428,22.88888888888889,0,0.8947368421052632,0,11,0.0,11.77777777777778,0,0.0,19.33333333333333,19.5,0,5,3.3,0.0,0.0,0,14.26315789473684,0.8333333333333334,0.0,0,1.0,3.333333333333333,41.3448275862069,12.5,30.66666666666667,10,9.833333333333334,13.37777777777778,5,9.5,3.4,11.1875,2.5,15.45454545454546,8.227272727272727,16.16393442622951,47.84848484848485,51.8,13.72413793103448,7.705882352941177,0.5,4.058823529411764,5.384615384615385,8,0,1.666666666666667,37.14285714285715,46.72727272727273,10.33727194460947
